State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Cost Price,Selling Price,Rainfal (cm),Temp,Sunshine,Relative Humidity
Karnataka,BIJAPUR,2012,Kharif     ,Maize,53818,166214,1171,1152,53.00407162,19.64135052,,
Karnataka,BIJAPUR,2012,Rabi       ,Maize,14422,48392,1184,1123,91.38742318,17.96097046,,
Karnataka,BIJAPUR,2013,Rabi       ,Maize,8703,27921,1145,1087,90.92253379,15.56248191,,
Karnataka,BIJAPUR,2014,Kharif     ,Maize,54990,175215,1211,1131,88.65522688,22.12977968,,
Karnataka,BIJAPUR,2014,Rabi       ,Maize,7579,22824,1217,1056,29.4389251,19.6441185,,
Karnataka,CHAMARAJANAGAR,2009,Kharif     ,Maize,35831,77685,706,725,55.05014675,16.40851813,,
Karnataka,CHAMARAJANAGAR,2009,Rabi       ,Maize,1203,2916,703,744,66.53740486,18.54588999,,
Karnataka,CHAMARAJANAGAR,2010,Kharif     ,Maize,30760,94393,650,1031,14.86341183,16.61835199,,
Karnataka,CHAMARAJANAGAR,2010,Rabi       ,Maize,915,3640,641,865,86.49613745,15.84008338,,
Karnataka,CHAMARAJANAGAR,2011,Kharif     ,Maize,35369,77499,823,975,46.77849795,23.96164587,,
Karnataka,CHAMARAJANAGAR,2011,Rabi       ,Maize,1256,3737,831,867,2.980348026,17.95906055,,
Karnataka,CHAMARAJANAGAR,2012,Kharif     ,Maize,25377,79436,1164,1299,73.21365427,23.23867955,,
Karnataka,CHAMARAJANAGAR,2012,Rabi       ,Maize,8274,32212,1165,1271,63.86687734,16.4971914,,
Karnataka,CHAMARAJANAGAR,2013,Kharif     ,Maize,36353,133030,1155,1291,78.0470267,21.76848902,,
Karnataka,CHAMARAJANAGAR,2013,Rabi       ,Maize,1458,4165,1170,1064,109.3086362,20.19677359,,
Karnataka,CHAMARAJANAGAR,2014,Kharif     ,Maize,32800,140127,1208,1184,36.89753818,19.90210955,,
Karnataka,CHAMARAJANAGAR,2014,Rabi       ,Maize,979,2616,1206,1218,75.73673731,24.55987575,,
Karnataka,CHIKBALLAPUR,2009,Kharif     ,Maize,37809,114248,711,725,12.26778336,21.53979536,,
Karnataka,CHIKBALLAPUR,2009,Rabi       ,Maize,422,1182,715,766,130.2965536,18.23618932,,
Karnataka,CHIKBALLAPUR,2010,Kharif     ,Maize,38540,125131,656,991,31.1522004,15.24662666,,
Karnataka,CHIKBALLAPUR,2010,Rabi       ,Maize,1948,4627,655,857,14.57052423,19.51871226,,
Karnataka,CHIKBALLAPUR,2011,Kharif     ,Maize,57621,157526,830,887,17.04169367,21.18544416,,
Karnataka,CHIKBALLAPUR,2011,Rabi       ,Maize,487,1507,836,845,80.17711502,21.92213045,,
Karnataka,CHIKBALLAPUR,2012,Kharif     ,Maize,59778,165143,1163,1297,71.48598309,16.83006312,,
Karnataka,CHIKBALLAPUR,2012,Rabi       ,Maize,629,2345,1166,1320,53.80921569,23.78253667,,
Karnataka,CHIKBALLAPUR,2013,Rabi       ,Maize,411,1367,1170,1099,119.6694168,22.86472483,,
Karnataka,CHIKBALLAPUR,2014,Kharif     ,Maize,64454,129627,1222,1128,56.26762956,20.55005528,,
Karnataka,CHIKBALLAPUR,2014,Rabi       ,Maize,306,946,1205,1045,47.54606567,22.80046375,,
Karnataka,CHIKMAGALUR,2009,Kharif     ,Maize,10697,29449,698,725,52.75071667,17.87678192,,
Karnataka,CHIKMAGALUR,2010,Kharif     ,Maize,15590,53496,639,968,97.48662078,20.64306384,,
Karnataka,CHIKMAGALUR,2011,Kharif     ,Maize,25064,63622,826,936,108.843802,15.73730113,,
Karnataka,CHIKMAGALUR,2012,Kharif     ,Maize,17385,36120,1168,1049,97.02838593,24.80203869,,
Karnataka,CHIKMAGALUR,2013,Kharif     ,Maize,28075,72759,1161,1092,18.324154,24.16052329,,
Karnataka,CHIKMAGALUR,2014,Kharif     ,Maize,23589,60797,1206,1121,109.8197409,18.51225662,,
Karnataka,CHITRADURGA,2009,Kharif     ,Maize,79754,132144,714,725,58.17087925,22.40974755,,
Karnataka,CHITRADURGA,2009,Rabi       ,Maize,3887,8196,701,778,130.0739425,20.92185686,,
Karnataka,CHITRADURGA,2010,Rabi       ,Maize,6453,14949,645,840,91.45384873,19.4019806,,
Karnataka,CHITRADURGA,2011,Kharif     ,Maize,97918,162562,840,913,22.44824707,22.0971963,,
Karnataka,CHITRADURGA,2011,Rabi       ,Maize,3923,9884,820,838,100.5952059,20.48804229,,
Karnataka,CHITRADURGA,2012,Rabi       ,Maize,4631,12745,1163,1104,42.00312713,17.81833295,,
Karnataka,CHITRADURGA,2013,Rabi       ,Maize,4882,12040,1157,1279,40.70272298,16.90884944,,
Karnataka,CHITRADURGA,2014,Rabi       ,Maize,3803,8407,1221,1041,47.30800473,17.24539827,,
Karnataka,DAVANGERE,2009,Rabi       ,Maize,729,1854,711,748,28.697358,22.25380611,,
Karnataka,DAVANGERE,2010,Rabi       ,Maize,1824,6158,652,842,24.31220333,16.73666991,,
Karnataka,DAVANGERE,2011,Rabi       ,Maize,1596,5737,820,861,10.84743284,16.71971298,,
Karnataka,DAVANGERE,2012,Rabi       ,Maize,4608,14380,1167,1307,37.40895346,17.78641006,,
Karnataka,DAVANGERE,2013,Rabi       ,Maize,2580,5154,1156,1313,30.31869402,15.22429819,,
Karnataka,DAVANGERE,2014,Rabi       ,Maize,1780,6722,1210,1032,104.6568463,23.03382451,,
Karnataka,DHARWAD,2009,Kharif     ,Maize,49010,110768,712,725,34.29954424,18.70351334,,
Karnataka,DHARWAD,2009,Rabi       ,Maize,2128,6436,697,754,41.72210676,15.3303597,,
Karnataka,DHARWAD,2010,Kharif     ,Maize,44582,133395,651,979,127.0360732,17.36936038,,
Karnataka,DHARWAD,2010,Rabi       ,Maize,1804,6692,651,865,104.3803539,24.35810232,,
Karnataka,DHARWAD,2011,Kharif     ,Maize,40717,85321,829,848,5.559592224,20.78395089,,
Karnataka,DHARWAD,2011,Rabi       ,Maize,3795,10313,824,780,65.37847074,20.17637618,,
Karnataka,DHARWAD,2012,Kharif     ,Maize,23658,57042,1170,1172,17.10565208,22.39410646,,
Karnataka,DHARWAD,2012,Rabi       ,Maize,3770,11848,1169,1009,37.87115053,17.95520775,,
Karnataka,DHARWAD,2013,Kharif     ,Maize,41375,110726,1153,1319,27.92009826,24.88275283,,
Karnataka,DHARWAD,2013,Rabi       ,Maize,3123,7150,1146,1020,116.5859126,15.39035311,,
Karnataka,DHARWAD,2014,Kharif     ,Maize,29177,79828,1203,1227,53.9325063,23.10139035,,
Karnataka,DHARWAD,2014,Rabi       ,Maize,3768,8373,1225,1206,115.2843974,19.91884119,,
Karnataka,GADAG,2009,Kharif     ,Maize,44090,87217,698,725,29.69652083,23.24022985,,
Karnataka,GADAG,2009,Rabi       ,Maize,4120,3801,700,773,152.3905187,24.98205767,,
Karnataka,GADAG,2010,Kharif     ,Maize,49417,135931,656,1013,123.5009839,22.53158499,,
Karnataka,GADAG,2010,Rabi       ,Maize,1225,3803,643,847,113.645945,15.41934181,,
Karnataka,GADAG,2011,Kharif     ,Maize,62334,131926,825,799,56.4914733,19.68387975,,
Karnataka,GADAG,2011,Rabi       ,Maize,1450,2769,837,861,89.63362809,19.84839175,,
Karnataka,GADAG,2012,Kharif     ,Maize,36458,74362,1164,1093,13.01602836,24.98400883,,
Karnataka,GADAG,2012,Rabi       ,Maize,2081,4798,1170,1145,24.08638904,24.96293309,,
Karnataka,GADAG,2013,Kharif     ,Maize,58627,135396,1154,1127,102.285261,17.7212414,,
Karnataka,GADAG,2013,Rabi       ,Maize,2617,5609,1165,1129,4.721284807,15.92481809,,
Karnataka,GADAG,2014,Kharif     ,Maize,53717,146664,1206,1204,67.866272,21.14221602,,
Karnataka,GADAG,2014,Rabi       ,Maize,1532,3030,1200,1180,68.22114354,15.37817011,,
Karnataka,GULBARGA,2009,Kharif     ,Maize,4971,4138,709,725,26.93898574,20.55800174,,
Karnataka,GULBARGA,2009,Rabi       ,Maize,352,621,705,744,123.6617704,19.71317255,,
Karnataka,GULBARGA,2010,Kharif     ,Maize,5641,11018,640,964,114.4752317,19.81540282,,
Karnataka,GULBARGA,2010,Rabi       ,Maize,1176,404,657,851,25.65012411,19.82003445,,
Karnataka,GULBARGA,2011,Kharif     ,Maize,5918,13977,837,796,63.64692198,15.15550467,,
Karnataka,GULBARGA,2011,Rabi       ,Maize,262,190,828,794,47.51921923,24.01394112,,
Karnataka,GULBARGA,2012,Kharif     ,Maize,4818,13278,1168,1231,7.354595047,23.53535224,,
Karnataka,GULBARGA,2012,Rabi       ,Maize,292,591,1180,1082,104.1109629,20.45160751,,
Karnataka,GULBARGA,2013,Kharif     ,Maize,5302,13705,1157,1265,144.2777133,19.65697742,,
Karnataka,GULBARGA,2013,Rabi       ,Maize,437,1295,1145,1100,19.26111426,21.54355179,,
Karnataka,GULBARGA,2014,Kharif     ,Maize,4747,12713,1224,1134,68.73791183,23.62694168,,
Karnataka,GULBARGA,2014,Rabi       ,Maize,136,87,1218,1186,90.9753207,20.95735352,,
Karnataka,HASSAN,2009,Rabi       ,Maize,4725,14884,719,747,103.1220333,15.7334507,,
Karnataka,HASSAN,2010,Rabi       ,Maize,9321,29706,651,859,108.2462939,21.06886054,,
Karnataka,HASSAN,2011,Kharif     ,Maize,56445,191839,836,908,93.57397382,17.63725007,,
Karnataka,HASSAN,2011,Rabi       ,Maize,8075,22895,826,878,52.53284513,17.08017291,,
Karnataka,HASSAN,2012,Kharif     ,Maize,64465,169333,1164,1115,57.51546602,17.42098728,,
Karnataka,HASSAN,2012,Rabi       ,Maize,5437,15526,1163,1165,32.71326243,16.57696534,,
Karnataka,HASSAN,2013,Rabi       ,Maize,3806,10992,1146,1163,7.53500808,24.66752758,,
Karnataka,HASSAN,2014,Rabi       ,Maize,4806,15012,1201,1245,47.15026296,20.39314929,,
Karnataka,HAVERI,2009,Rabi       ,Maize,3665,10735,698,743,92.3949215,20.10994846,,
Karnataka,HAVERI,2010,Rabi       ,Maize,3736,11877,639,864,77.38046034,15.65189641,,
Karnataka,HAVERI,2011,Rabi       ,Maize,6870,24040,829,886,97.31779617,22.20068227,,
Karnataka,HAVERI,2012,Rabi       ,Maize,5969,21457,1163,1103,26.43544168,15.33808848,,
Karnataka,HAVERI,2013,Rabi       ,Maize,6138,23307,1166,1080,117.6682854,15.73912656,,
Karnataka,HAVERI,2014,Rabi       ,Maize,7944,28768,1206,1156,3.752539254,23.34492139,,
Karnataka,KODAGU,2009,Kharif     ,Maize,3336,15753,698,725,56.69522644,17.1657199,,
Karnataka,KODAGU,2009,Rabi       ,Maize,120,316,712,767,34.43507469,19.39568137,,
Karnataka,KODAGU,2010,Kharif     ,Maize,3110,15160,644,991,44.59901089,19.36609616,,
Karnataka,KODAGU,2010,Rabi       ,Maize,33,97,651,870,0.617879439,23.29335775,,
Karnataka,KODAGU,2011,Kharif     ,Maize,3625,13792,823,788,98.98750521,19.79283599,,
Karnataka,KODAGU,2011,Rabi       ,Maize,35,113,840,751,74.12660847,15.33796452,,
Karnataka,KODAGU,2012,Kharif     ,Maize,3880,17420,1160,1169,26.46272904,15.59590656,,
Karnataka,KODAGU,2013,Kharif     ,Maize,2049,7936,1169,1209,141.3153128,18.85046746,,
Karnataka,KODAGU,2014,Kharif     ,Maize,3467,17740,1208,1064,24.97922165,21.63352511,,
Karnataka,KODAGU,2014,Rabi       ,Maize,15,51,1202,1107,44.80123042,16.37658017,,
Karnataka,KOLAR,2009,Kharif     ,Maize,526,1257,714,725,26.49922456,23.45106793,,
Karnataka,KOLAR,2009,Rabi       ,Maize,77,203,717,754,147.3523635,17.88815955,,
Karnataka,KOLAR,2010,Kharif     ,Maize,455,1653,659,960,71.91984225,23.94086355,,
Karnataka,KOLAR,2010,Rabi       ,Maize,74,218,636,866,51.96895079,18.3791724,,
Karnataka,KOLAR,2011,Kharif     ,Maize,550,1697,832,767,7.421720997,22.46035639,,
Karnataka,KOLAR,2011,Rabi       ,Maize,80,258,822,998,80.4932801,24.28932001,,
Karnataka,KOLAR,2012,Kharif     ,Maize,420,1077,1169,1241,14.28560124,21.37896668,,
Karnataka,KOLAR,2012,Rabi       ,Maize,77,233,1175,1165,25.34006092,17.65030164,,
Karnataka,KOLAR,2013,Kharif     ,Maize,420,1331,1149,1031,56.59622048,18.68259201,,
Karnataka,KOLAR,2013,Rabi       ,Maize,70,214,1152,1120,79.35228588,21.51924496,,
Karnataka,KOLAR,2014,Kharif     ,Maize,439,1374,1217,1182,10.83077182,20.94056762,,
Karnataka,KOLAR,2014,Rabi       ,Maize,35,118,1208,1087,11.2414596,20.77528246,,
Karnataka,KOPPAL,2009,Kharif     ,Maize,34283,44074,703,725,83.53753198,17.29989864,,
Karnataka,KOPPAL,2009,Rabi       ,Maize,4604,10475,703,743,66.13918705,17.77628289,,
Karnataka,KOPPAL,2010,Kharif     ,Maize,39768,109285,651,1004,73.30792287,15.77976435,,
Karnataka,KOPPAL,2010,Rabi       ,Maize,5985,18457,660,860,44.36066812,18.85009378,,
Karnataka,KOPPAL,2011,Kharif     ,Maize,46264,127395,837,917,93.23550245,21.88772391,,
Karnataka,KOPPAL,2011,Rabi       ,Maize,4077,10864,822,782,85.95973306,24.5045608,,
Karnataka,KOPPAL,2012,Kharif     ,Maize,49098,132187,1179,1275,10.16777517,22.31632539,,
Karnataka,KOPPAL,2012,Rabi       ,Maize,3777,11701,1171,1234,69.29617956,16.40923204,,
Karnataka,KOPPAL,2013,Rabi       ,Maize,6948,17808,1150,1020,58.12447885,23.55736644,,
Karnataka,KOPPAL,2014,Kharif     ,Maize,56712,172189,1219,1098,40.3262991,15.75684052,,
Karnataka,KOPPAL,2014,Rabi       ,Maize,5486,16948,1214,1064,53.9737405,17.57609696,,
Karnataka,MANDYA,2009,Kharif     ,Maize,4013,5106,703,725,22.85605244,20.59552502,,
Karnataka,MANDYA,2009,Rabi       ,Maize,22,51,698,758,77.57035466,22.98739548,,
Karnataka,MANDYA,2010,Kharif     ,Maize,4671,7619,657,991,87.46556774,23.24478418,,
Karnataka,MANDYA,2010,Rabi       ,Maize,39,115,638,851,18.94415174,15.76304811,,
Karnataka,MANDYA,2011,Kharif     ,Maize,4498,9662,839,815,114.5305768,16.96637999,,
Karnataka,MANDYA,2011,Rabi       ,Maize,180,581,826,846,48.7308133,23.05180513,,
Karnataka,MANDYA,2012,Kharif     ,Maize,3868,6350,1178,1015,78.75199328,19.11118429,,
Karnataka,MANDYA,2012,Rabi       ,Maize,365,1105,1181,1136,83.72168114,19.63275709,,
Karnataka,MANDYA,2013,Kharif     ,Maize,2868,9937,1164,1121,112.5982815,21.90089534,,
Karnataka,MANDYA,2013,Rabi       ,Maize,144,441,1155,1249,97.99704725,21.21517162,,
Karnataka,MANDYA,2014,Kharif     ,Maize,3904,15978,1226,1216,91.84573594,22.25715703,,
Karnataka,MANDYA,2014,Rabi       ,Maize,411,1388,1225,1198,13.28646557,19.4927365,,
Karnataka,MYSORE,2009,Kharif     ,Maize,26496,85131,711,725,148.6505226,16.17530047,,
Karnataka,MYSORE,2009,Rabi       ,Maize,2643,6463,700,762,12.71184797,20.13353447,,
Karnataka,MYSORE,2010,Kharif     ,Maize,25928,106277,660,1004,15.4514563,17.50098997,,
Karnataka,MYSORE,2010,Rabi       ,Maize,4292,10860,653,869,88.35375059,18.93972855,,
Karnataka,MYSORE,2011,Kharif     ,Maize,28414,77629,834,824,71.64781172,20.50010946,,
Karnataka,MYSORE,2011,Rabi       ,Maize,4602,13516,823,809,98.34205021,24.25630229,,
Karnataka,MYSORE,2012,Kharif     ,Maize,33510,61982,1168,1225,102.344723,22.10509747,,
Karnataka,MYSORE,2012,Rabi       ,Maize,6454,19810,1167,1179,24.33049139,21.2825569,,
Karnataka,MYSORE,2013,Kharif     ,Maize,30416,92060,1149,1005,129.1292082,21.4606179,,
Karnataka,MYSORE,2013,Rabi       ,Maize,4167,12874,1145,1192,35.27086149,23.57827448,,
Karnataka,MYSORE,2014,Kharif     ,Maize,30195,101259,1226,1024,106.6690478,15.08925735,,
Karnataka,MYSORE,2014,Rabi       ,Maize,6266,22704,1211,1058,66.08956624,15.55217935,,
Karnataka,RAICHUR,2009,Kharif     ,Maize,475,662,700,725,22.78672933,20.79295961,,
Karnataka,RAICHUR,2009,Rabi       ,Maize,109,287,709,769,125.0259486,18.64954388,,
Karnataka,RAICHUR,2010,Kharif     ,Maize,358,1029,637,1036,42.14298543,22.46007557,,
Karnataka,RAICHUR,2010,Rabi       ,Maize,339,999,637,867,69.80462353,15.48932831,,
Karnataka,RAICHUR,2011,Kharif     ,Maize,329,1074,822,787,42.95054865,24.30386418,,
Karnataka,RAICHUR,2011,Rabi       ,Maize,199,642,827,831,110.565797,16.33602631,,
Karnataka,RAICHUR,2012,Kharif     ,Maize,141,311,1178,1278,96.81622953,22.90324245,,
Karnataka,RAICHUR,2012,Rabi       ,Maize,338,1023,1174,1031,52.24870467,18.93796684,,
Karnataka,RAICHUR,2013,Kharif     ,Maize,227,870,1169,1318,11.99390249,16.30916452,,
Karnataka,RAICHUR,2013,Rabi       ,Maize,103,315,1158,1247,117.9419771,21.9086635,,
Karnataka,RAICHUR,2014,Kharif     ,Maize,198,293,1223,1049,65.82695191,18.00142567,,
Karnataka,RAICHUR,2014,Rabi       ,Maize,118,399,1220,1238,44.84956138,15.4792108,,
Karnataka,RAMANAGARA,2009,Kharif     ,Maize,1646,6845,696,725,54.10768609,17.42302517,,
Karnataka,RAMANAGARA,2009,Rabi       ,Maize,85,224,702,742,160.6814964,22.89214181,,
Karnataka,RAMANAGARA,2010,Kharif     ,Maize,1134,5367,641,1015,67.8483081,19.79627099,,
Karnataka,RAMANAGARA,2010,Rabi       ,Maize,200,589,638,842,28.69538148,16.68199217,,
Karnataka,RAMANAGARA,2011,Kharif     ,Maize,1959,6797,824,911,115.375171,15.6455366,,
Karnataka,RAMANAGARA,2011,Rabi       ,Maize,131,482,839,770,11.29025077,15.2145934,,
Karnataka,RAMANAGARA,2012,Kharif     ,Maize,2988,10784,1179,1209,39.86533677,15.19353405,,
Karnataka,RAMANAGARA,2012,Rabi       ,Maize,134,550,1182,1070,20.36528156,22.31777574,,
Karnataka,RAMANAGARA,2013,Kharif     ,Maize,4270,18323,1153,1161,135.6234048,24.77264305,,
Karnataka,RAMANAGARA,2013,Rabi       ,Maize,104,391,1150,1166,40.91800517,24.22817185,,
Karnataka,RAMANAGARA,2014,Kharif     ,Maize,2084,8262,1218,1105,77.80050763,18.54987992,,
Karnataka,RAMANAGARA,2014,Rabi       ,Maize,114,467,1228,1218,101.4471633,19.86537113,,
Karnataka,SHIMOGA,2009,Kharif     ,Maize,66719,191274,707,725,22.02300485,22.88757527,,
Karnataka,SHIMOGA,2009,Rabi       ,Maize,416,1096,712,754,106.9224814,16.56733006,,
Karnataka,SHIMOGA,2010,Rabi       ,Maize,269,1158,636,863,51.73260329,21.51903601,,
Karnataka,SHIMOGA,2011,Rabi       ,Maize,976,4598,833,946,92.79900899,17.55349485,,
Karnataka,SHIMOGA,2012,Rabi       ,Maize,476,1975,1185,1278,7.901639265,24.05109581,,
Karnataka,SHIMOGA,2013,Kharif     ,Maize,60228,169247,1155,1045,118.8986708,16.38100445,,
Karnataka,SHIMOGA,2013,Rabi       ,Maize,397,1885,1160,1239,36.46651868,20.92212214,,
Karnataka,SHIMOGA,2014,Rabi       ,Maize,268,1367,1222,1086,21.3019282,17.16792685,,
Karnataka,TUMKUR,2009,Kharif     ,Maize,18999,36836,707,725,111.53499,22.33735804,,
Karnataka,TUMKUR,2009,Rabi       ,Maize,919,1600,713,760,25.88761686,22.72125192,,
Karnataka,TUMKUR,2010,Kharif     ,Maize,20840,55194,636,962,24.14356099,18.09834581,,
Karnataka,TUMKUR,2010,Rabi       ,Maize,518,1138,647,854,51.56543844,17.96621106,,
Karnataka,TUMKUR,2011,Kharif     ,Maize,25130,57843,836,905,38.34934154,19.61427068,,
Karnataka,TUMKUR,2011,Rabi       ,Maize,231,583,827,812,22.55227225,24.39089059,,
Karnataka,TUMKUR,2012,Kharif     ,Maize,24792,56714,1179,1024,52.54597346,22.7885783,,
Karnataka,TUMKUR,2012,Rabi       ,Maize,162,687,1169,1346,49.66580732,23.35190519,,
Karnataka,TUMKUR,2013,Kharif     ,Maize,25247,53678,1149,1275,141.9097011,18.19637811,,
Karnataka,TUMKUR,2013,Rabi       ,Maize,71,121,1169,1033,6.585474996,20.83770897,,
Karnataka,TUMKUR,2014,Kharif     ,Maize,27981,66721,1216,1082,97.10063501,16.86052088,,
Karnataka,TUMKUR,2014,Rabi       ,Maize,77,246,1204,1100,11.57981893,22.91135622,,
Karnataka,UDUPI,2009,Rabi       ,Maize,12,32,701,772,75.8164661,15.04623978,,
Karnataka,UDUPI,2010,Rabi       ,Maize,17,50,642,843,44.60652385,24.92527148,,
Karnataka,UDUPI,2011,Rabi       ,Maize,9,29,823,987,104.3613688,21.04181192,,
Karnataka,UDUPI,2012,Rabi       ,Maize,11,33,1175,1338,29.29007668,17.93563177,,
Karnataka,UDUPI,2013,Rabi       ,Maize,15,46,1163,1308,119.7030735,21.21338322,,
Karnataka,UDUPI,2014,Rabi       ,Maize,29,98,1200,1031,99.39956493,23.52210628,,
Karnataka,UTTAR KANNAD,2009,Kharif     ,Maize,4042,15271,715,725,89.42596786,20.95366578,,
Karnataka,UTTAR KANNAD,2009,Rabi       ,Maize,229,603,701,748,153.0119135,15.60162031,,
Karnataka,UTTAR KANNAD,2010,Kharif     ,Maize,4143,17818,649,1030,20.13673193,16.4553112,,
Karnataka,UTTAR KANNAD,2010,Rabi       ,Maize,212,625,647,865,75.36712576,22.06873345,,
Karnataka,UTTAR KANNAD,2011,Kharif     ,Maize,3633,10596,825,834,64.38790341,17.25256678,,
Karnataka,UTTAR KANNAD,2011,Rabi       ,Maize,214,690,831,926,36.25824655,15.50880826,,
Karnataka,UTTAR KANNAD,2012,Kharif     ,Maize,3974,23044,1171,1010,27.75313564,22.3933387,,
Karnataka,UTTAR KANNAD,2012,Rabi       ,Maize,238,720,1165,1012,5.260073198,23.66797659,,
Karnataka,UTTAR KANNAD,2013,Kharif     ,Maize,5243,14718,1156,1029,129.7266429,16.10172749,,
Karnataka,UTTAR KANNAD,2013,Rabi       ,Maize,254,778,1146,1146,111.2968823,15.29567769,,
Karnataka,UTTAR KANNAD,2014,Kharif     ,Maize,5667,21938,1205,1173,6.390847033,18.77123997,,
Karnataka,UTTAR KANNAD,2014,Rabi       ,Maize,187,632,1220,1169,14.20649337,18.68452662,,
Karnataka,YADGIR,2010,Kharif     ,Maize,471,921,641,993,66.72070874,21.02675069,,
Karnataka,YADGIR,2010,Rabi       ,Maize,101,291,642,846,117.5564309,17.91278947,,
Karnataka,YADGIR,2011,Kharif     ,Maize,241,374,829,985,9.993144941,21.67483543,,
Karnataka,YADGIR,2011,Rabi       ,Maize,97,308,830,957,48.59731321,22.4197389,,
Karnataka,YADGIR,2012,Kharif     ,Maize,164,318,1164,1329,92.50344069,15.48518943,,
Karnataka,YADGIR,2012,Rabi       ,Maize,388,1174,1174,1171,68.15817044,21.45608441,,
Karnataka,YADGIR,2013,Kharif     ,Maize,76,202,1161,1152,87.65669547,17.43100914,,
Karnataka,YADGIR,2013,Rabi       ,Maize,54,165,1167,1047,48.73086617,23.18354261,,
Karnataka,YADGIR,2014,Kharif     ,Maize,714,2316,1217,1179,19.42270932,24.32710057,,
Karnataka,YADGIR,2014,Rabi       ,Maize,114,385,1227,1237,82.36835965,22.25594488,,
Tamil Nadu,ARIYALUR,2009,Whole Year ,Maize,9979,23891,2254.66,870,19.48725735,21.43525405,,
Tamil Nadu,ARIYALUR,2010,Kharif     ,Maize,9996,8630,2531.48,1048.75,24.64330248,20.57590454,,
Tamil Nadu,ARIYALUR,2011,Kharif     ,Maize,11778,60881,3023.17,1339,1.023685074,18.74315557,,
Tamil Nadu,ARIYALUR,2011,Rabi       ,Maize,357,2374,3038,1319,19.77313134,21.52142799,,
Tamil Nadu,ARIYALUR,2012,Kharif     ,Maize,14743,35469,4206.44,1846,8.877726353,24.22448432,,
Tamil Nadu,COIMBATORE,2009,Whole Year ,Maize,5130,28486,2270,857,27.36845936,21.22776317,,
Tamil Nadu,COIMBATORE,2010,Kharif     ,Maize,3847,22512,2548,1012,20.8990573,21.6585721,,
Tamil Nadu,COIMBATORE,2011,Kharif     ,Maize,2119,16962,3021,1411,14.58595263,15.70050222,,
Tamil Nadu,COIMBATORE,2011,Rabi       ,Maize,2325,16166,3024,1209,6.885807617,15.17545471,,
Tamil Nadu,COIMBATORE,2012,Kharif     ,Maize,4601,16919,4212,1697,4.943808475,17.91102745,,
Tamil Nadu,CUDDALORE,2009,Whole Year ,Maize,10759,21642,2252,860,17.29069512,16.61551126,,
Tamil Nadu,CUDDALORE,2010,Kharif     ,Maize,12158,17927,2521,1033,28.1397092,23.90537922,,
Tamil Nadu,CUDDALORE,2011,Kharif     ,Maize,13016,21096,3028,1612,18.92746883,20.24926037,,
Tamil Nadu,CUDDALORE,2011,Rabi       ,Maize,331,2201,3027,1313,14.72541576,22.64977565,,
Tamil Nadu,CUDDALORE,2012,Kharif     ,Maize,15171,23212,4209,1544,0.390392682,20.17361843,,
Tamil Nadu,DHARMAPURI,2009,Whole Year ,Maize,480,2372,2246,870,19.97662286,24.49863554,,
Tamil Nadu,DHARMAPURI,2010,Kharif     ,Maize,645,2519,2519,1072,30.87208859,16.41781378,,
Tamil Nadu,DHARMAPURI,2011,Kharif     ,Maize,3615,20541,3023,1298,9.007697795,16.66462031,,
Tamil Nadu,DHARMAPURI,2011,Rabi       ,Maize,28,186,3000,1649,23.08956617,22.40467567,,
Tamil Nadu,DHARMAPURI,2012,Kharif     ,Maize,2503,8868,4213,1904,0.285037641,16.99820238,,
Tamil Nadu,DINDIGUL,2011,Kharif     ,Maize,15954,92881,3037,1303,12.98464902,16.27948543,,
Tamil Nadu,DINDIGUL,2011,Rabi       ,Maize,24690,164019,3039,1408,6.425259853,18.1054816,,
Tamil Nadu,DINDIGUL,2012,Kharif     ,Maize,34325,119289,4219,1591,13.31479386,16.24878501,,
Tamil Nadu,ERODE,2009,Whole Year ,Maize,13781,92829,2258,850,24.8526479,22.53639779,,
Tamil Nadu,ERODE,2010,Kharif     ,Maize,12575,74744,2543,1009,13.14265944,18.34766848,,
Tamil Nadu,ERODE,2011,Kharif     ,Maize,12126,68958,3025,1632,10.86182055,21.77911651,,
Tamil Nadu,ERODE,2011,Rabi       ,Maize,459,2336,3030,1292,1.342711713,19.69499588,,
Tamil Nadu,ERODE,2012,Kharif     ,Maize,13955,64089,4209,1500,15.25378479,17.08538632,,
Tamil Nadu,KANCHIPURAM,2010,Kharif     ,Maize,5,19,2557,1024,23.22457764,18.43927512,,
Tamil Nadu,KANCHIPURAM,2011,Kharif     ,Maize,37,211,3015,1487,15.57655144,24.28726577,,
Tamil Nadu,KANCHIPURAM,2011,Rabi       ,Maize,2,13,3019,1636,1.687939517,18.24034711,,
Tamil Nadu,KANCHIPURAM,2012,Kharif     ,Maize,7,25,4211,1762,14.56352995,17.97043082,,
Tamil Nadu,KARUR,2009,Whole Year ,Maize,407,2570,2263,883,10.17707424,16.52890362,,
Tamil Nadu,KARUR,2010,Kharif     ,Maize,789,3044,2516,1059,23.23150571,20.04546583,,
Tamil Nadu,KARUR,2011,Kharif     ,Maize,1319,7494,3027,1444,13.31596189,20.50528216,,
Tamil Nadu,KARUR,2011,Rabi       ,Maize,35,233,3037,1496,12.979321,21.2452048,,
Tamil Nadu,KARUR,2012,Kharif     ,Maize,1239,4349,4201,1559,2.576784499,22.437276,,
